Month,Week,Campaign,Campaign ID,Device,Creative Type,Placement,Site (Placement),F9,F10,F11,F12,Platform,Site Served,F15,Target Type,F17,F18,F19,F20,HPTO,Audience Target,F23,F24,F25,Placement ID,Creative,F28,Nameplate,Trim,CW,Lifestyle,Retail Type,Message Type,Message,F36,F37,ENG,Creative Version,Video Length,Creative ID,Creative Size,Impressions,Clicks,Total Outcomes,Total View Through Outcomes,Total Click Through Outcomes,Key Buying Activities,View Through KBAs,Click Through KBAs,Key Engagement Activities,View Through KEAs,Click Through KEAs,Rich Media Impressions,Interactive Impressions,Expansions,Video Plays,VIdeo Completions
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile App   M 25-54_320 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMA_24_P6Z866,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile App   M 25-54,320 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMA,24,P6Z866,126886436,2016_Silverado 1500__CW_LS__Intro_MDLL_Static_US_ENG_v1_320x50,2016,Silverado 1500,,CW,LS,,Intro,MDLL,Static,US,ENG,v1,320x50,68186491,320 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile App   M 25-54_320 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMA_24_P6Z866,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile App   M 25-54,320 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMA,24,P6Z866,126886436,2016_Silverado 1500__CW_LS__Intro_NewFace_Static_US_ENG_v1_320x50,2016,Silverado 1500,,CW,LS,,Intro,NewFace,Static,US,ENG,v1,320x50,68193713,320 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_300 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z868,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,300 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z868,126892140,2016_Silverado 1500__CW_LS__Intro_HighStrength_Static_US_ENG_v1_300x50,2016,Silverado 1500,,CW,LS,,Intro,HighStrength,Static,US,ENG,v1,300x50,68193160,300 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_300 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z868,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,300 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z868,126892140,2016_Silverado 1500__CW_LS__Intro_MDLL_Static_US_ENG_v1_300x50,2016,Silverado 1500,,CW,LS,,Intro,MDLL,Static,US,ENG,v1,300x50,68186186,300 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_300 x 250_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z867,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,300 x 250,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z867,126885862,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_Static_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,Static,US,ENG,v1,300x250,68186652,300 x 250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_300 x 250_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z867,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,300 x 250,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z867,126885862,2016_Silverado 1500__CW_LS__Intro_MDLL_Static_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,MDLL,Static,US,ENG,v1,300x250,68186643,300 x 250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_300 x 250_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z867,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,300 x 250,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z867,126885862,2016_Silverado 1500__CW_LS__Intro_NewFace_Static_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,NewFace,Static,US,ENG,v1,300x250,68187960,300 x 250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_320 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z869,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,320 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z869,126887711,2016_Silverado 1500__CW_LS__Intro_HighStrength_Static_US_ENG_v1_320x50,2016,Silverado 1500,,CW,LS,,Intro,HighStrength,Static,US,ENG,v1,320x50,68193913,320 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-03,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Mobile,Image,weather.com_Silverado 1500_PMP Weather Channel ATF Mobile Web   M 25-54_320 x 50_Static_Mobile_TPS_17_GACBT_1_0_N/A_VAR_SP_Weather Channel  | PMP_IMW_24_P6Z869,weather.com,Silverado 1500,PMP Weather Channel ATF Mobile Web   M 25-54,320 x 50,Static,Mobile,TPS,17,GACBT,1,0,N/A,VAR,SP,Weather Channel  | PMP,IMW,24,P6Z869,126887711,2016_Silverado 1500__CW_LS__Intro_NewFace_Static_US_ENG_v1_320x50,2016,Silverado 1500,,CW,LS,,Intro,NewFace,Static,US,ENG,v1,320x50,68193713,320 x 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Carbon Media_BPR_USA_GNM_2016,9355737,Mobile,Image,AgHub_Silverado 1500_Ag Video Mobile Dashboards_320 x 50_Expandable_Mobile_TPS_17_CT_1_0_N/A_ATF_RON_N/A_UVS_0_P71QV4,AgHub,Silverado 1500,Ag Video Mobile Dashboards,320 x 50,Expandable,Mobile,TPS,17,CT,1,0,N/A,ATF,RON,N/A,UVS,0,P71QV4,127363207,2016_Silverado 1500__CW_LS__Intro_MDLL_Static_US_ENG_v1_320x50,2016,Silverado 1500,,CW,LS,,Intro,MDLL,Static,US,ENG,v1,320x50,68292678,320 x 50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_160 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Z,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,160 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Z,126892759,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_160x600,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,160x600,68221720,160 x 600,2244,1,0,0,0,0,0,0,0,0,0,2244,65,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_160 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Z,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,160 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Z,126892759,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_160x600,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,160x600,68226843,160 x 600,2267,2,2,1,1,0,0,0,2,1,1,2267,79,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_160 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Z,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,160 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Z,126892759,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_160x600,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,160x600,68227032,160 x 600,2214,3,1,0,1,0,0,0,1,0,1,2214,59,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85W,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85W,126891262,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,300x250,68221324,300 x 250,11660,15,16,13,3,2,2,0,11,8,3,11660,218,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85W,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85W,126891262,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,300x250,68226636,300 x 250,12021,8,45,45,0,21,21,0,20,20,0,12021,220,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85W,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85W,126891262,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,300x250,68226258,300 x 250,11641,13,32,22,10,7,4,3,22,16,6,11641,205,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85X,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85X,126890193,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,300x600,68226228,300 x 600,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85X,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85X,126890193,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,300x600,68226444,300 x 600,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85X,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85X,126890193,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,300x600,68224755,300 x 600,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_728 x 90_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Y,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,728 x 90,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Y,126886433,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_728x90,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,728x90,68226226,728 x 90,9381,3,0,0,0,0,0,0,0,0,0,9381,105,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_728 x 90_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Y,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,728 x 90,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Y,126886433,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_728x90,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,728x90,68226248,728 x 90,9381,1,16,15,1,1,1,0,11,10,1,9381,101,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,AccuWeather_Silverado 1500_PMP Accuweather ATF ROS   M 25-54_728 x 90_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_AccuWeather | PMP_N/A_24_P6Z85Y,AccuWeather,Silverado 1500,PMP Accuweather ATF ROS   M 25-54,728 x 90,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,AccuWeather | PMP,N/A,24,P6Z85Y,126886433,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_728x90,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,728x90,68224757,728 x 90,9057,7,14,11,3,1,1,0,13,10,3,9057,94,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZQ,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZQ,126890065,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,300x250,68221324,300 x 250,10348,2,38,38,0,11,11,0,14,14,0,10348,106,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZQ,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZQ,126890065,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,300x250,68226636,300 x 250,10321,2,10,10,0,1,1,0,2,2,0,10321,88,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 250_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZQ,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 250,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZQ,126890065,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_300x250,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,300x250,68226258,300 x 250,10481,3,8,8,0,2,2,0,4,4,0,10481,90,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZR,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZR,126892940,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,300x600,68226228,300 x 600,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZR,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZR,126892940,2016_Silverado 1500__CW_LS__Intro_MDLL_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,MDLL,H5 Standard,US,ENG,v1,300x600,68226444,300 x 600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_300 x 600_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZR,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,300 x 600,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZR,126892940,2016_Silverado 1500__CW_LS__Intro_NewFace_H5 Standard_US_ENG_v1_300x600,2016,Silverado 1500,,CW,LS,,Intro,NewFace,H5 Standard,US,ENG,v1,300x600,68224755,300 x 600,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2016-01-01,2016-01-10,CVN/CS/660_Chevrolet Division_Chevy Silverado_Durable and Trusted Digital_BPR_USA_GNM_2016,9321870,Desktop,HTML,Carat Programmatic_Silverado 1500_BT Affinity DIY   Male_728 x 90_In-Banner Standard_Desktop_TPS_17_GACBT_1_0_N/A_VAR_SP_Male | DIY_N/A_24_P6Z7ZS,Carat Programmatic,Silverado 1500,BT Affinity DIY   Male,728 x 90,In-Banner Standard,Desktop,TPS,17,GACBT,1,0,N/A,VAR,SP,Male | DIY,N/A,24,P6Z7ZS,126889084,2016_Silverado 1500__CW_LS__Intro_HighStrengthSteel_H5 Standard_US_ENG_v1_728x90,2016,Silverado 1500,,CW,LS,,Intro,HighStrengthSteel,H5 Standard,US,ENG,v1,728x90,68226226,728 x 90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
